,wagnum,month,date_build,srok_sl,date_pl_rem,July_ost_prob,July_ost_srok_sl,August_ost_prob,August_ost_srok_sl,September_ost_prob,September_ost_srok_sl,October_ost_prob,October_ost_srok_sl,November_ost_prob,November_ost_srok_sl,December_ost_prob,December_ost_srok_sl
45,29854,2023-01-01,2012-07-21,2036-02-19,2023-08-24,0.0,4981.0,19413.0,4950.0,18228.0,4919.0,16936.0,4889.0,15560.0,4858.0,4411.0,4828.0
46,29856,2023-01-01,2014-03-07,2033-05-09,2023-06-14,0.0,3965.0,21547.0,3934.0,19987.0,3903.0,15013.0,3873.0,8013.0,3842.0,159999.0,3812.0
47,29857,2023-01-01,2013-07-24,2034-09-13,2023-05-10,0.0,4457.0,20814.0,4426.0,15332.0,4395.0,11337.0,4365.0,10231.0,4334.0,6313.0,4304.0
48,29859,2023-01-01,2014-05-28,2033-01-10,2023-12-30,0.0,3846.0,32947.0,3815.0,31076.0,3784.0,24813.0,3754.0,22387.0,3723.0,18098.0,3693.0
49,29860,2023-01-01,2011-06-18,2035-10-01,2023-10-13,0.0,4840.0,51715.0,4809.0,42645.0,4778.0,37194.0,4748.0,33607.0,4717.0,31752.0,4687.0
50,29863,2023-01-01,2010-12-12,2033-03-02,2023-06-09,0.0,3897.0,18843.0,3866.0,16176.0,3835.0,13752.0,3805.0,12580.0,3774.0,8432.0,3744.0
51,29865,2023-01-01,2011-09-02,2033-10-20,2023-04-10,0.0,4129.0,18451.0,4098.0,13341.0,4067.0,5683.0,4037.0,157132.0,4006.0,146156.0,3976.0
52,29867,2023-01-01,2012-04-27,2034-11-11,2023-11-15,0.0,4516.0,22037.0,4485.0,13585.0,4454.0,6385.0,4424.0,3489.0,4393.0,1981.0,4363.0
53,29868,2023-01-01,2012-10-19,2036-05-10,2023-12-28,0.0,5062.0,37199.0,5031.0,34953.0,5000.0,30078.0,4970.0,23226.0,4939.0,19123.0,4909.0
54,29874,2023-01-01,2012-09-24,2033-12-07,2023-10-25,0.0,4177.0,25345.0,4146.0,14249.0,4115.0,9821.0,4085.0,9490.0,4054.0,158692.0,4024.0
55,29876,2023-01-01,2012-07-25,2036-04-12,2023-10-22,0.0,5034.0,10962.0,5003.0,6848.0,4972.0,5520.0,4942.0,3266.0,4911.0,1609.0,4881.0
56,29886,2023-01-01,2012-01-28,2033-07-12,2023-05-28,0.0,4029.0,25974.0,3998.0,18970.0,3967.0,9440.0,3937.0,9403.0,3906.0,4793.0,3876.0
57,29887,2023-01-01,2013-01-12,2035-03-12,2023-04-17,0.0,4637.0,31355.0,4606.0,28203.0,4575.0,24127.0,4545.0,12882.0,4514.0,159999.0,4484.0
58,29811,2023-01-01,2010-11-12,2035-04-29,2023-01-14,0.0,4685.0,5591.0,4654.0,1271.0,4623.0,406.0,4593.0,155055.0,4562.0,152117.0,4532.0
59,29813,2023-01-01,2013-01-06,2034-04-18,2023-03-24,0.0,4309.0,214.0,4278.0,154284.0,4247.0,148992.0,4217.0,143207.0,4186.0,134287.0,4156.0
60,29813,2023-01-01,2013-01-06,2034-04-18,2025-08-05,0.0,4309.0,214.0,4278.0,154284.0,4247.0,148992.0,4217.0,143207.0,4186.0,134287.0,4156.0
61,29814,2023-01-01,2014-06-10,2032-10-29,2023-12-25,0.0,3773.0,52277.0,3742.0,51719.0,3711.0,46835.0,3681.0,37495.0,3650.0,26486.0,3620.0
62,29815,2023-01-01,2012-08-04,2034-05-21,2024-01-21,0.0,4342.0,51854.0,4311.0,45863.0,4280.0,34648.0,4250.0,29648.0,4219.0,20511.0,4189.0
63,29800,2023-01-01,2014-02-08,2033-09-23,2023-10-02,0.0,4102.0,32558.0,4071.0,28554.0,4040.0,27652.0,4010.0,24212.0,3979.0,19698.0,3949.0
64,29802,2023-01-01,2013-05-25,2034-03-10,2024-02-09,0.0,4270.0,43470.0,4239.0,35139.0,4208.0,32635.0,4178.0,25410.0,4147.0,16122.0,4117.0
65,29804,2023-01-01,2012-07-09,2034-03-02,2022-12-17,0.0,4262.0,13842.0,4231.0,11755.0,4200.0,6442.0,4170.0,-3214.0,4139.0,155159.0,4109.0
66,29809,2023-01-01,2012-07-03,2035-01-09,2023-07-13,0.0,4575.0,28751.0,4544.0,25921.0,4513.0,13521.0,4483.0,10664.0,4452.0,5557.0,4422.0
67,33339,2023-01-01,2010-04-14,2032-01-29,2023-08-13,0.0,3499.0,9547.0,3468.0,6818.0,3437.0,5490.0,3407.0,5407.0,3376.0,1560.0,3346.0
68,33342,2023-01-01,2016-07-13,2048-12-02,2023-03-15,0.0,9651.0,73719.0,9620.0,60446.0,9589.0,55095.0,9559.0,44725.0,9528.0,33606.0,9498.0
69,33337,2023-01-01,2020-02-19,2050-03-02,2023-03-16,0.0,10106.0,17270.0,10075.0,7469.0,10044.0,345400.0,10014.0,339499.0,9983.0,331748.0,9953.0
70,5624,2023-01-01,1993-03-12,2026-10-08,2023-03-30,0.0,1560.0,45853.0,1529.0,40309.0,1498.0,35897.0,1468.0,35737.0,1437.0,33130.0,1407.0
71,5768,2023-01-01,1994-08-08,2025-08-01,2023-09-14,0.0,1127.0,82791.0,1096.0,81593.0,1065.0,81155.0,1035.0,80245.0,1004.0,78223.0,974.0
72,6163,2023-01-01,1992-09-25,2025-08-10,2024-04-21,0.0,1136.0,110134.0,1105.0,106645.0,1074.0,101708.0,1044.0,101708.0,1013.0,98764.0,983.0
73,6169,2023-01-01,1994-10-30,2026-03-01,2023-09-28,0.0,1339.0,58730.0,1308.0,55844.0,1277.0,54019.0,1247.0,51513.0,1216.0,49021.0,1186.0
74,2052,2023-01-01,2021-04-17,2054-12-06,2023-03-05,0.0,11846.0,,11815.0,,11784.0,,11754.0,,11723.0,,11693.0
75,6039,2023-01-01,1993-04-19,2026-12-10,2023-09-20,0.0,1623.0,54129.0,1592.0,48489.0,1561.0,43451.0,1531.0,39887.0,1500.0,39188.0,1470.0
76,6642,2023-01-01,1993-06-21,2026-07-31,2024-02-13,0.0,1491.0,86777.0,1460.0,82236.0,1429.0,77628.0,1399.0,71334.0,1368.0,66424.0,1338.0
77,7462,2023-01-01,1996-11-27,2026-09-12,2023-09-22,0.0,1534.0,71898.0,1503.0,67299.0,1472.0,65350.0,1442.0,56280.0,1411.0,51575.0,1381.0
78,8040,2023-01-01,1995-06-26,2027-01-03,2023-10-24,0.0,1647.0,79580.0,1616.0,73627.0,1585.0,69125.0,1555.0,67686.0,1524.0,66133.0,1494.0
79,8148,2023-01-01,1994-05-31,2028-08-29,2023-04-10,0.0,2251.0,35800.0,2220.0,33743.0,2189.0,23877.0,2159.0,20288.0,2128.0,12645.0,2098.0
80,9083,2023-01-01,1997-09-02,2028-09-29,2023-01-26,0.0,2282.0,42921.0,2251.0,42134.0,2220.0,37148.0,2190.0,36904.0,2159.0,27145.0,2129.0
81,9739,2023-01-01,1996-03-09,2027-04-24,2024-07-31,0.0,1758.0,110670.0,1727.0,105610.0,1696.0,104475.0,1666.0,104295.0,1635.0,99743.0,1605.0
82,16629,2023-01-01,2013-01-02,2042-08-12,2022-10-19,0.0,7347.0,15153.0,7316.0,154071.0,7285.0,145417.0,7255.0,140576.0,7224.0,139749.0,7194.0
83,16629,2023-01-01,2013-01-02,2042-08-12,2025-08-09,0.0,7347.0,15153.0,7316.0,154071.0,7285.0,145417.0,7255.0,140576.0,7224.0,139749.0,7194.0
84,16803,2023-01-01,2010-04-26,2040-06-28,2024-09-02,0.0,6572.0,127558.0,6541.0,118827.0,6510.0,110547.0,6480.0,107624.0,6449.0,105114.0,6419.0
85,19634,2023-01-01,1995-03-30,2026-09-12,2025-05-28,0.0,1534.0,150530.0,1503.0,146131.0,1472.0,143203.0,1442.0,138121.0,1411.0,133032.0,1381.0
86,32759,2023-01-01,2013-11-23,2036-11-05,2024-12-27,0.0,5241.0,122739.0,5210.0,120391.0,5179.0,117376.0,5149.0,116073.0,5118.0,114664.0,5088.0
87,6356,2023-01-01,2010-10-22,2045-06-08,2022-08-07,0.0,8378.0,159758.0,8347.0,155139.0,8316.0,147266.0,8286.0,145164.0,8255.0,140317.0,8225.0
88,6356,2023-01-01,2010-10-22,2045-06-08,2025-07-28,0.0,8378.0,159758.0,8347.0,155139.0,8316.0,147266.0,8286.0,145164.0,8255.0,140317.0,8225.0
89,2035,2023-01-01,2022-01-15,2054-07-24,2023-03-04,0.0,11711.0,,11680.0,,11649.0,,11619.0,,11588.0,,11558.0
90,6576,2023-01-01,1994-05-13,2026-10-02,2023-08-30,0.0,1554.0,55224.0,1523.0,53630.0,1492.0,50625.0,1462.0,42943.0,1431.0,42536.0,1401.0
91,7030,2023-01-01,2007-07-05,2040-05-17,2023-11-25,0.0,6530.0,58680.0,6499.0,53889.0,6468.0,46992.0,6438.0,41358.0,6407.0,38264.0,6377.0
92,7715,2023-01-01,1996-04-27,2027-07-10,2023-08-25,0.0,1835.0,56612.0,1804.0,53969.0,1773.0,47952.0,1743.0,42812.0,1712.0,40390.0,1682.0
93,5368,2023-01-01,1993-05-11,2028-01-07,2024-05-06,0.0,2016.0,91654.0,1985.0,88799.0,1954.0,86304.0,1924.0,82642.0,1893.0,77121.0,1863.0
94,6077,2023-01-01,1994-02-18,2026-02-13,2023-12-08,0.0,1323.0,97719.0,1292.0,96565.0,1261.0,90603.0,1231.0,85639.0,1200.0,85055.0,1170.0
95,6472,2023-01-01,1992-06-06,2025-08-03,2022-09-15,0.0,1129.0,5965.0,1098.0,5965.0,1067.0,109937.0,1037.0,105358.0,1006.0,99136.0,976.0
96,6603,2023-01-01,1995-04-02,2024-05-25,2022-10-27,0.0,694.0,34369.0,663.0,32120.0,632.0,32120.0,602.0,159733.0,571.0,157683.0,541.0
97,6639,2023-01-01,1992-05-01,2028-03-15,2024-01-26,0.0,2084.0,82284.0,2053.0,75068.0,2022.0,74163.0,1992.0,74086.0,1961.0,71171.0,1931.0
98,6752,2023-01-01,1992-04-09,2025-10-08,2024-02-04,0.0,1195.0,76545.0,1164.0,71532.0,1133.0,70042.0,1103.0,69508.0,1072.0,64465.0,1042.0
99,8557,2023-01-01,1992-10-06,2026-04-10,2024-02-18,0.0,1379.0,111515.0,1348.0,108880.0,1317.0,106037.0,1287.0,102782.0,1256.0,100814.0,1226.0
100,9058,2023-01-01,1997-11-18,2030-09-20,2023-09-16,0.0,3003.0,55322.0,2972.0,54907.0,2941.0,50109.0,2911.0,48738.0,2880.0,37663.0,2850.0
101,9692,2023-01-01,1996-10-03,2029-06-17,2024-07-20,0.0,2543.0,126635.0,2512.0,123877.0,2481.0,120166.0,2451.0,118589.0,2420.0,113852.0,2390.0
102,18338,2023-01-01,2011-05-02,2042-02-21,2024-08-25,0.0,7175.0,112335.0,7144.0,106930.0,7113.0,101816.0,7083.0,99346.0,7052.0,93132.0,7022.0
103,20738,2023-01-01,2009-01-09,2033-08-28,2025-05-11,0.0,4076.0,132131.0,4045.0,129133.0,4014.0,127228.0,3984.0,117086.0,3953.0,112762.0,3923.0
104,21199,2023-01-01,2011-09-20,2034-02-17,2023-08-24,0.0,4249.0,39707.0,4218.0,35342.0,4187.0,27950.0,4157.0,16977.0,4126.0,14448.0,4096.0
105,21330,2023-01-01,2005-09-26,2028-11-29,2024-01-06,0.0,2343.0,44031.0,2312.0,41440.0,2281.0,36660.0,2251.0,35352.0,2220.0,28186.0,2190.0
106,21336,2023-01-01,2005-03-25,2029-09-20,2023-11-29,0.0,2638.0,40580.0,2607.0,36994.0,2576.0,28799.0,2546.0,24164.0,2515.0,21997.0,2485.0
107,21764,2023-01-01,2007-08-24,2030-06-11,2023-11-27,0.0,2902.0,21969.0,2871.0,13210.0,2840.0,153474.0,2810.0,145230.0,2779.0,134628.0,2749.0
108,27588,2023-01-01,2013-04-07,2035-03-20,2023-11-26,0.0,4645.0,52242.0,4614.0,37193.0,4583.0,34561.0,4553.0,33105.0,4522.0,23390.0,4492.0
109,28477,2023-01-01,1994-07-25,2026-08-19,2023-06-08,0.0,1510.0,44850.0,1479.0,39750.0,1448.0,37265.0,1418.0,30634.0,1387.0,26643.0,1357.0
110,28775,2023-01-01,2010-09-02,2032-09-03,2024-02-07,0.0,3717.0,39086.0,3686.0,37461.0,3655.0,33582.0,3625.0,33531.0,3594.0,28019.0,3564.0
111,29150,2023-01-01,2006-01-03,2027-08-08,2024-02-21,0.0,1864.0,25743.0,1833.0,18936.0,1802.0,9967.0,1772.0,159498.0,1741.0,154544.0,1711.0
112,33176,2023-01-01,2018-08-22,2049-10-17,2025-05-08,0.0,9970.0,243515.0,9939.0,238996.0,9908.0,230135.0,9878.0,225823.0,9847.0,217198.0,9817.0
113,33178,2023-01-01,2017-12-30,2050-02-14,2025-06-07,0.0,10090.0,253682.0,10059.0,249290.0,10028.0,240121.0,9998.0,236220.0,9967.0,222464.0,9937.0
114,33324,2023-01-01,2015-08-30,2046-09-13,2022-08-17,0.0,8840.0,38983.0,8809.0,347843.0,8778.0,339912.0,8748.0,328522.0,8717.0,323124.0,8687.0
115,33347,2023-01-01,2018-08-12,2051-01-28,2023-03-22,0.0,10438.0,7698.0,10407.0,6533.0,10376.0,349706.0,10346.0,342774.0,10315.0,336298.0,10285.0
116,8095,2023-01-01,1992-11-19,2028-09-10,2023-05-28,0.0,2263.0,43083.0,2232.0,42094.0,2201.0,38587.0,2171.0,37157.0,2140.0,30464.0,2110.0
117,10524,2023-01-01,2009-03-04,2034-01-09,2024-10-29,0.0,4210.0,114991.0,4179.0,111865.0,4148.0,108972.0,4118.0,104641.0,4087.0,101441.0,4057.0
118,10938,2023-01-01,2004-10-30,2028-02-04,2023-06-23,0.0,2044.0,158233.0,2013.0,153847.0,1982.0,150404.0,1952.0,147657.0,1921.0,141327.0,1891.0
119,10938,2023-01-01,2004-10-30,2028-02-04,2025-07-23,0.0,2044.0,158233.0,2013.0,153847.0,1982.0,150404.0,1952.0,147657.0,1921.0,141327.0,1891.0
120,13674,2023-01-01,2010-02-22,2033-05-10,2023-08-04,0.0,3966.0,61173.0,3935.0,60028.0,3904.0,57417.0,3874.0,57417.0,3843.0,49032.0,3813.0
121,16228,2023-01-01,2007-12-06,2039-08-06,2025-05-22,0.0,6245.0,145414.0,6214.0,139382.0,6183.0,135830.0,6153.0,135830.0,6122.0,128836.0,6092.0
122,21244,2023-01-01,2011-09-20,2032-07-29,2023-12-18,0.0,3681.0,36939.0,3650.0,31624.0,3619.0,26588.0,3589.0,19181.0,3558.0,14851.0,3528.0
123,24266,2023-01-01,2010-06-27,2033-03-24,2024-03-19,0.0,3919.0,66495.0,3888.0,64170.0,3857.0,54011.0,3827.0,45839.0,3796.0,39189.0,3766.0
124,24769,2023-01-01,2011-11-22,2033-06-30,2023-07-31,0.0,4017.0,1770.0,3986.0,158530.0,3955.0,153085.0,3925.0,149905.0,3894.0,145025.0,3864.0
125,27400,2023-01-01,2012-10-05,2033-12-23,2023-04-22,0.0,4193.0,37923.0,4162.0,33678.0,4131.0,32513.0,4101.0,23284.0,4070.0,20854.0,4040.0
126,28352,2023-01-01,2003-01-03,2023-11-23,2023-02-27,0.0,510.0,2938.0,479.0,1033.0,448.0,159788.0,418.0,154694.0,387.0,151213.0,357.0
127,28385,2023-01-01,2002-11-21,2025-09-16,2022-12-24,0.0,1173.0,12972.0,1142.0,7104.0,1111.0,159180.0,1081.0,156309.0,1050.0,152436.0,1020.0
128,28856,2023-01-01,2011-11-16,2033-09-28,2023-04-17,0.0,4107.0,23552.0,4076.0,14989.0,4045.0,10388.0,4015.0,7295.0,3984.0,6339.0,3954.0
129,31796,2023-01-01,2018-09-09,2051-07-11,2025-04-23,0.0,10602.0,247401.0,10571.0,231747.0,10540.0,221815.0,10510.0,213593.0,10479.0,201333.0,10449.0
130,673,2023-01-01,1995-05-22,2026-02-24,2023-11-28,0.0,1334.0,64569.0,1303.0,63738.0,1272.0,62519.0,1242.0,51440.0,1211.0,50802.0,1181.0
131,1011,2023-01-01,2015-02-23,2045-12-13,2023-01-28,0.0,8566.0,24846.0,8535.0,24510.0,8504.0,22770.0,8474.0,15957.0,8443.0,10489.0,8413.0
132,1155,2023-01-01,2014-10-05,2044-11-29,2023-10-13,0.0,8187.0,76536.0,8156.0,72467.0,8125.0,66630.0,8095.0,63410.0,8064.0,62856.0,8034.0
133,1652,2023-01-01,2019-04-14,2052-12-01,2023-12-23,0.0,11111.0,,11080.0,,11049.0,,11019.0,,10988.0,,10958.0
134,1729,2023-01-01,2020-08-10,2051-01-05,2025-01-23,0.0,10415.0,133556.0,10384.0,133506.0,10353.0,132058.0,10323.0,126603.0,10292.0,120776.0,10262.0
135,1798,2023-01-01,2021-02-10,2054-01-23,2022-10-31,0.0,11529.0,,11498.0,,11467.0,,11437.0,159952.0,11406.0,157351.0,11376.0
136,1809,2023-01-01,2019-09-05,2053-03-02,2022-10-31,0.0,11202.0,,11171.0,159547.0,11140.0,155897.0,11110.0,150066.0,11079.0,147659.0,11049.0
137,1956,2023-01-01,2020-01-18,2053-03-08,2023-03-03,0.0,11208.0,,11177.0,,11146.0,,11116.0,,11085.0,,11055.0
138,2360,2023-01-01,2023-03-06,2052-04-26,2023-05-17,0.0,10892.0,,10861.0,,10830.0,,10800.0,,10769.0,,10739.0
139,2419,2023-01-01,2022-05-04,2051-09-26,2023-05-23,0.0,10679.0,,10648.0,,10617.0,,10587.0,,10556.0,,10526.0
140,2178,2023-01-01,2021-07-05,2052-11-11,2023-04-10,0.0,11091.0,,11060.0,,11029.0,,10999.0,,10968.0,,10938.0
141,2185,2023-01-01,2022-03-28,2052-02-27,2023-04-06,0.0,10833.0,,10802.0,,10771.0,,10741.0,,10710.0,,10680.0
142,2189,2023-01-01,2022-10-06,2053-01-13,2023-04-06,0.0,11154.0,,11123.0,,11092.0,,11062.0,,11031.0,,11001.0
143,2192,2023-01-01,2021-11-02,2054-05-21,2023-04-06,0.0,11647.0,,11616.0,,11585.0,,11555.0,,11524.0,,11494.0
144,2199,2023-01-01,2020-10-27,2053-10-25,2023-04-07,0.0,11439.0,,11408.0,,11377.0,,11347.0,,11316.0,,11286.0
145,2203,2023-01-01,2021-10-10,2052-10-05,2023-04-07,0.0,11054.0,,11023.0,,10992.0,,10962.0,,10931.0,,10901.0
146,2205,2023-01-01,2020-04-12,2053-01-23,2023-04-07,0.0,11164.0,,11133.0,,11102.0,,11072.0,,11041.0,,11011.0
147,2207,2023-01-01,2021-03-11,2053-10-25,2023-04-07,0.0,11439.0,,11408.0,,11377.0,,11347.0,,11316.0,,11286.0
148,2208,2023-01-01,2020-09-01,2054-02-08,2023-04-07,0.0,11545.0,,11514.0,,11483.0,,11453.0,,11422.0,,11392.0
149,2213,2023-01-01,2021-08-22,2052-05-25,2023-04-07,0.0,10921.0,,10890.0,,10859.0,,10829.0,,10798.0,,10768.0
150,2214,2023-01-01,2022-03-24,2053-06-26,2023-04-07,0.0,11318.0,,11287.0,,11256.0,,11226.0,,11195.0,,11165.0
151,2221,2023-01-01,2021-10-11,2052-05-30,2023-04-07,0.0,10926.0,,10895.0,,10864.0,,10834.0,,10803.0,,10773.0
152,2226,2023-01-01,2021-04-23,2052-01-12,2023-04-07,0.0,10787.0,,10756.0,,10725.0,,10695.0,,10664.0,,10634.0
